AppointmentID,AppointmentDateTime,PatientID,NHS_ID,PatientFirstName,PatientLastName,PatientDOB,PatientPostcode,ClinicName,Specialty,ProviderID,ProviderName,DiagnosisCode,DiagnosisDescription,AppointmentStatus
A1468,12/07/2025 08:11,P596,522780253,Lillian,Pearson,27/10/1987,NP33 4YB,Morriston Hospital,Neurology,D33,Dr. Roberts,L20.9,"Atopic dermatitis, unspecified",Attended
A1469,12/07/2025 08:11,P513,6340341071,Malena,Snider,20/01/1989,LL18 9HI,University Hospital,Cardiology,D45,Dr. Jones,M54.5,Low back pain,DNA
A1470,12/07/2025 08:11,P532,2683198396,Myra,Mcclure,08/05/1969,SA15 3VX,Morriston Hospital,Neurology,D21,Dr. Evans,K21.9,Gastro-oesophageal reflux disease,Attended
A1471,12/07/2025 08:11,P566,6598774578,Tiffany,Ward,27/03/2002,CF21 5ZR,Morriston Hospital,Neurology,D21,Dr. Evans,K21.9,Gastro-oesophageal reflux disease,Attended
A1472,12/07/2025 08:11,P623,3167396040,Anna,Perona,19/06/2000,CF10 1CE,University Hospital,Cardiology,D67,Dr. Williams,S82.1,Fracture of upper end of tibia,Attended
A1473,12/07/2025 08:11,P522,6694553803,Jim,Hanauer,11/07/1961,NP18 6SF,Morriston Hospital,Neurology,D33,Dr. Roberts,J45.9,"Asthma, unspecified",DNA
A1474,12/07/2025 08:11,P511,1258494795,Samuel,Cavanaugh,27/09/1979,SA35 3JT,Morriston Hospital,Neurology,D88,Dr. Davies,E11.9,Type 2 diabetes mellitus without complications,Attended
A1475,12/07/2025 08:11,P597,558100317,George,Williams,12/06/1964,LL39 6MN,Prince Charles,Orthopaedics,D12,Dr. Thomas,J45.9,"Asthma, unspecified",DNA
A1476,12/07/2025 08:11,P633,3072400741,Jeffrey,Foslien,06/09/1996,LL14 5JD,Royal Glamorgan,Dermatology,D88,Dr. Davies,S82.1,Fracture of upper end of tibia,Attended
A1477,12/07/2025 08:11,P534,3840117496,Fern,Christian,26/04/1990,CF12 7CF,Prince Charles,Orthopaedics,D45,Dr. Jones,L20.9,"Atopic dermatitis, unspecified",Attended
A1478,12/07/2025 08:11,P504,1560423757,Michelle,Love,14/07/1995,SA19 7XC,Singleton Hospital,Oncology,D21,Dr. Evans,I10,Essential hypertension,Attended
A1479,12/07/2025 08:11,P641,4095691077,Carol,Dugan,10/10/1986,SA34 1ZE,University Hospital,Cardiology,D33,Dr. Roberts,L20.9,"Atopic dermatitis, unspecified",Attended
A1480,12/07/2025 08:11,P601,9744420626,Christopher,Webb,23/02/1972,LL15 2KG,University Hospital,Cardiology,D33,Dr. Roberts,E11.9,Type 2 diabetes mellitus without complications,Attended
A1481,12/07/2025 08:11,P519,3171093324,Tiffany,Brafford,10/04/1959,NP32 4AB,University Hospital,Cardiology,D67,Dr. Williams,I10,Essential hypertension,Attended
A1482,12/07/2025 08:11,P528,4400238679,Jamie,Griffis,01/11/1967,NP21 6TT,University Hospital,Cardiology,D67,Dr. Williams,J45.9,"Asthma, unspecified",Attended
A1483,12/07/2025 08:11,P568,5900540227,David,Caplinger,06/03/1950,SA31 9DI,Morriston Hospital,Neurology,D12,Dr. Thomas,L20.9,"Atopic dermatitis, unspecified",DNA
A1484,12/07/2025 08:11,P579,3205357434,Ryan,Johnson,28/09/1953,LL10 7ZC,University Hospital,Cardiology,D45,Dr. Jones,J45.9,"Asthma, unspecified",Attended
A1485,12/07/2025 08:11,P588,9081949284,Donald,Roberts,23/01/1962,LL12 3SF,University Hospital,Cardiology,D88,Dr. Davies,J45.9,"Asthma, unspecified",DNA
A1486,12/07/2025 08:11,P567,8860164907,Deanna,Tronaas,02/12/2003,NP18 6WW,Royal Glamorgan,Dermatology,D12,Dr. Thomas,E11.9,Type 2 diabetes mellitus without complications,Attended
A1487,12/07/2025 08:11,P641,4095691077,Carol,Dugan,10/10/1986,SA34 1ZE,Morriston Hospital,Neurology,D12,Dr. Thomas,E11.9,Type 2 diabetes mellitus without complications,Attended
A1488,12/07/2025 08:11,P618,1323896783,Becky,Vallejos,25/06/2003,CF36 4PA,Singleton Hospital,Oncology,D21,Dr. Evans,K21.9,Gastro-oesophageal reflux disease,DNA
A1489,12/07/2025 08:11,P512,4971158170,Clarence,Sweeny,16/03/1994,SA30 4GW,Royal Glamorgan,Dermatology,D12,Dr. Thomas,M54.5,Low back pain,Attended
A1490,12/07/2025 08:11,P626,2684191468,Karl,Moran,22/10/1952,CF39 6KO,Singleton Hospital,Oncology,D21,Dr. Evans,I10,Essential hypertension,Attended
A1491,12/07/2025 08:11,P644,2326057104,Ella,Hodge,12/09/1972,CF35 4GW,Morriston Hospital,Neurology,D21,Dr. Evans,E11.9,Type 2 diabetes mellitus without complications,Attended
A1492,12/07/2025 08:11,P514,1511617829,Jessica,Butler,09/12/1951,NP35 7SC,Singleton Hospital,Oncology,D12,Dr. Thomas,K21.9,Gastro-oesophageal reflux disease,DNA
A1493,12/07/2025 08:11,P521,6245283485,Peggy,Rumble,20/06/1948,LL20 6ZE,Singleton Hospital,Oncology,D33,Dr. Roberts,S82.1,Fracture of upper end of tibia,Attended
A1494,12/07/2025 08:11,P626,2684191468,Karl,Moran,22/10/1952,CF39 6KO,Singleton Hospital,Oncology,D21,Dr. Evans,E11.9,Type 2 diabetes mellitus without complications,Attended
A1495,12/07/2025 08:11,P619,490375316,Lynn,Mclaughlin,22/01/1988,SA23 1UP,Morriston Hospital,Neurology,D45,Dr. Jones,E11.9,Type 2 diabetes mellitus without complications,DNA
A1496,12/07/2025 08:11,P606,292636466,Franklin,Baine,20/06/1989,CF27 1RF,University Hospital,Cardiology,D45,Dr. Jones,S82.1,Fracture of upper end of tibia,DNA
A1497,12/07/2025 08:11,P513,6340341071,Malena,Snider,20/01/1989,LL18 9HI,University Hospital,Cardiology,D12,Dr. Thomas,L20.9,"Atopic dermatitis, unspecified",Attended
A1498,12/07/2025 08:11,P518,735554943,Maria,Knight,26/11/1948,SA18 5KE,University Hospital,Cardiology,D88,Dr. Davies,S82.1,Fracture of upper end of tibia,Attended
A1499,12/07/2025 08:11,P647,8622752879,Ronald,Canizales,24/02/1980,NP18 3KV,Prince Charles,Orthopaedics,D88,Dr. Davies,M54.5,Low back pain,DNA
A1500,12/07/2025 08:11,P539,9747347725,Chase,Reynolds,02/01/1955,NP22 6RJ,Singleton Hospital,Oncology,D67,Dr. Williams,K21.9,Gastro-oesophageal reflux disease,Attended
A1501,12/07/2025 08:11,P583,2745052071,Romeo,Mack,03/01/1981,SA38 5QE,University Hospital,Cardiology,D21,Dr. Evans,E11.9,Type 2 diabetes mellitus without complications,Attended
A1502,12/07/2025 08:11,P559,3050717335,Wayne,Kershaw,04/02/2008,NP36 8OQ,University Hospital,Cardiology,D88,Dr. Davies,K21.9,Gastro-oesophageal reflux disease,Attended
A1503,12/07/2025 08:11,P618,1323896783,Becky,Vallejos,25/06/2003,CF36 4PA,University Hospital,Cardiology,D33,Dr. Roberts,S82.1,Fracture of upper end of tibia,Attended
A1504,12/07/2025 08:11,P576,4770471416,Corinne,Mendoza,21/03/2006,LL28 2CM,Prince Charles,Orthopaedics,D21,Dr. Evans,I10,Essential hypertension,Attended
A1505,12/07/2025 08:11,P520,8146085482,Joshua,Jordan,20/03/2003,CF31 5NM,Morriston Hospital,Neurology,D88,Dr. Davies,I10,Essential hypertension,Attended
A1506,12/07/2025 08:11,P519,3171093324,Tiffany,Brafford,10/04/1959,NP32 4AB,University Hospital,Cardiology,D88,Dr. Davies,K21.9,Gastro-oesophageal reflux disease,Attended
A1507,12/07/2025 08:11,P557,945058632,Connie,Savini,04/09/2001,CF22 8RU,University Hospital,Cardiology,D33,Dr. Roberts,K21.9,Gastro-oesophageal reflux disease,DNA
A1508,12/07/2025 08:11,P550,2600993797,Ryan,Winn,10/12/1948,SA32 1ZJ,Prince Charles,Orthopaedics,D88,Dr. Davies,J45.9,"Asthma, unspecified",DNA
A1509,12/07/2025 08:11,P610,4355503771,Everett,Lopez,08/06/1968,CF14 2WD,Royal Glamorgan,Gastroenterology,D12,Dr. Thomas,L20.9,"Atopic dermatitis, unspecified",Attended
A1510,12/07/2025 08:11,P601,9744420626,Christopher,Webb,23/02/1972,LL15 2KG,Singleton Hospital,Oncology,D88,Dr. Davies,I10,Essential hypertension,Attended
A1511,12/07/2025 08:11,P561,9815283804,Jerome,Hamilton,12/07/1960,CF26 3PP,Singleton Hospital,Oncology,D67,Dr. Williams,I10,Essential hypertension,Attended
A1512,12/07/2025 08:11,P501,1639707557,Christine,Morey,01/01/1969,CF39 9YJ,Morriston Hospital,Neurology,D67,Dr. Williams,J45.9,"Asthma, unspecified",DNA
A1513,12/07/2025 08:11,P528,4400238679,Jamie,Griffis,01/11/1967,NP21 6TT,Royal Glamorgan,Gastroenterology,D12,Dr. Thomas,L20.9,"Atopic dermatitis, unspecified",Attended
A1514,12/07/2025 08:11,P646,4369609879,Esther,Jessup,19/12/1975,SA25 9CR,Singleton Hospital,Oncology,D21,Dr. Evans,L20.9,"Atopic dermatitis, unspecified",Attended
A1515,12/07/2025 08:11,P508,7632470530,Jeffrey,Iuliucci,01/02/1996,CF22 9WS,Royal Glamorgan,Gastroenterology,D45,Dr. Jones,E11.9,Type 2 diabetes mellitus without complications,Attended
A1516,12/07/2025 08:11,P570,4609634104,Vivian,Wallace,04/11/1943,SA33 6CQ,Singleton Hospital,Oncology,D21,Dr. Evans,K21.9,Gastro-oesophageal reflux disease,DNA
A1517,12/07/2025 08:11,P645,1292724676,Stephen,Steger,01/10/1983,SA19 2UV,Prince Charles,Orthopaedics,D21,Dr. Evans,J45.9,"Asthma, unspecified",DNA
A1518,12/07/2025 08:11,P649,9904870438,Danny,Noland,26/11/1973,NP38 3HP,Singleton Hospital,Oncology,D33,Dr. Roberts,J45.9,"Asthma, unspecified",Attended
A1519,12/07/2025 08:11,P526,9469169603,Leslie,Ringgold,28/10/1983,SA21 4NV,Royal Glamorgan,Gastroenterology,D33,Dr. Roberts,I10,Essential hypertension,Attended
A1520,12/07/2025 08:11,P566,6598774578,Tiffany,Ward,27/03/2002,CF21 5ZR,Royal Glamorgan,Gastroenterology,D67,Dr. Williams,E11.9,Type 2 diabetes mellitus without complications,Attended
A1521,12/07/2025 08:11,P582,5367215947,Karen,Rutledge,08/01/1957,NP16 4ZT,Royal Glamorgan,Dermatology,D67,Dr. Williams,L20.9,"Atopic dermatitis, unspecified",DNA
A1522,12/07/2025 08:11,P504,1560423757,Michelle,Love,14/07/1995,SA19 7XC,Morriston Hospital,Neurology,D21,Dr. Evans,K21.9,Gastro-oesophageal reflux disease,DNA
A1523,12/07/2025 08:11,P513,6340341071,Malena,Snider,20/01/1989,LL18 9HI,Morriston Hospital,Neurology,D45,Dr. Jones,S82.1,Fracture of upper end of tibia,DNA
A1524,12/07/2025 08:11,P570,4609634104,Vivian,Wallace,04/11/1943,SA33 6CQ,Prince Charles,Orthopaedics,D67,Dr. Williams,K21.9,Gastro-oesophageal reflux disease,DNA
A1525,12/07/2025 08:11,P508,7632470530,Jeffrey,Iuliucci,01/02/1996,CF22 9WS,Prince Charles,Orthopaedics,D21,Dr. Evans,J45.9,"Asthma, unspecified",DNA
A1526,12/07/2025 08:11,P611,6791575603,John,Schoberg,06/01/1958,CF15 9RJ,Singleton Hospital,Oncology,D67,Dr. Williams,K21.9,Gastro-oesophageal reflux disease,Attended
A1527,12/07/2025 08:11,P576,4770471416,Corinne,Mendoza,21/03/2006,LL28 2CM,Morriston Hospital,Neurology,D45,Dr. Jones,L20.9,"Atopic dermatitis, unspecified",Attended
A1528,12/07/2025 08:11,P635,3903915688,Vickie,Cullum,24/10/1979,CF21 4WI,Royal Glamorgan,Dermatology,D33,Dr. Roberts,M54.5,Low back pain,Attended
A1529,12/07/2025 08:11,P515,2035388708,Brent,Stowell,01/11/1973,CF26 7LB,Singleton Hospital,Oncology,D67,Dr. Williams,L20.9,"Atopic dermatitis, unspecified",Attended
A1530,12/07/2025 08:11,P529,164103708,Roman,Gilson,21/03/1994,NP13 2GW,Singleton Hospital,Oncology,D67,Dr. Williams,M54.5,Low back pain,Attended
A1531,12/07/2025 08:11,P642,5297254205,Francis,Spencer,12/12/1968,SA21 3IV,Singleton Hospital,Oncology,D33,Dr. Roberts,E11.9,Type 2 diabetes mellitus without complications,Attended
A1532,12/07/2025 08:11,P554,9042835877,David,Oakden,23/11/1944,NP32 5NF,Singleton Hospital,Oncology,D21,Dr. Evans,M54.5,Low back pain,Attended
A1533,12/07/2025 08:11,P545,4622334623,David,Ashpole,13/05/1945,LL12 2SV,University Hospital,Cardiology,D12,Dr. Thomas,I10,Essential hypertension,Attended
A1534,12/07/2025 08:11,P579,3205357434,Ryan,Johnson,28/09/1953,LL10 7ZC,Morriston Hospital,Neurology,D88,Dr. Davies,I10,Essential hypertension,Attended
A1535,12/07/2025 08:11,P581,843268050,Eleanor,Monahan,12/01/2009,LL31 3EC,Prince Charles,Orthopaedics,D67,Dr. Williams,I10,Essential hypertension,DNA
A1536,12/07/2025 08:11,P533,6863164418,Walter,Day,04/12/1981,CF32 7JX,University Hospital,Cardiology,D12,Dr. Thomas,L20.9,"Atopic dermatitis, unspecified",Attended
A1537,12/07/2025 08:11,P570,4609634104,Vivian,Wallace,04/11/1943,SA33 6CQ,Morriston Hospital,Neurology,D21,Dr. Evans,K21.9,Gastro-oesophageal reflux disease,Attended
A1538,12/07/2025 08:11,P595,7351921202,Mark,Worek,21/06/1970,NP13 3BR,Royal Glamorgan,Dermatology,D67,Dr. Williams,K21.9,Gastro-oesophageal reflux disease,Attended
A1539,12/07/2025 08:11,P566,6598774578,Tiffany,Ward,27/03/2002,CF21 5ZR,Prince Charles,Orthopaedics,D12,Dr. Thomas,K21.9,Gastro-oesophageal reflux disease,Attended
A1540,12/07/2025 08:11,P545,4622334623,David,Ashpole,13/05/1945,LL12 2SV,Singleton Hospital,Oncology,D67,Dr. Williams,J45.9,"Asthma, unspecified",DNA
A1541,12/07/2025 08:11,P639,8682902893,Maureen,Hackney,19/09/1943,NP20 2QL,Morriston Hospital,Neurology,D21,Dr. Evans,I10,Essential hypertension,Attended
A1542,12/07/2025 08:11,P565,1035562804,James,Ovalle,04/04/1955,SA23 1EB,Prince Charles,Orthopaedics,D33,Dr. Roberts,I10,Essential hypertension,Attended
A1543,12/07/2025 08:11,P511,1258494795,Samuel,Cavanaugh,27/09/1979,SA35 3JT,Singleton Hospital,Oncology,D45,Dr. Jones,E11.9,Type 2 diabetes mellitus without complications,DNA
A1544,12/07/2025 08:11,P623,3167396040,Anna,Perona,19/06/2000,CF10 1CE,Morriston Hospital,Neurology,D45,Dr. Jones,I10,Essential hypertension,DNA
A1545,12/07/2025 08:11,P570,4609634104,Vivian,Wallace,04/11/1943,SA33 6CQ,University Hospital,Cardiology,D12,Dr. Thomas,K21.9,Gastro-oesophageal reflux disease,Attended
A1546,12/07/2025 08:11,P621,7724738483,Porter,Babino,04/06/1959,SA12 4PK,Prince Charles,Orthopaedics,D21,Dr. Evans,I10,Essential hypertension,DNA
A1547,12/07/2025 08:11,P627,4196208495,Emma,Flora,28/04/1996,SA17 9VJ,Morriston Hospital,Neurology,D67,Dr. Williams,S82.1,Fracture of upper end of tibia,Attended
A1548,12/07/2025 08:11,P631,9407957845,Francisco,Wakefield,05/01/1975,SA14 6WV,University Hospital,Cardiology,D67,Dr. Williams,E11.9,Type 2 diabetes mellitus without complications,Attended
A1549,12/07/2025 08:11,P531,283802200,Michael,Stevenson,19/02/1967,CF24 2HI,Singleton Hospital,Oncology,D45,Dr. Jones,L20.9,"Atopic dermatitis, unspecified",Attended
A1550,12/07/2025 08:11,P553,8111006888,Jill,Bachman,04/05/1988,LL11 5KL,Royal Glamorgan,Dermatology,D12,Dr. Thomas,L20.9,"Atopic dermatitis, unspecified",Attended
A1551,12/07/2025 08:11,P637,6133299738,David,Eagle,14/11/1985,NP36 7AV,Singleton Hospital,Oncology,D67,Dr. Williams,L20.9,"Atopic dermatitis, unspecified",Attended
A1552,12/07/2025 08:11,P604,5982643394,Beverly,Gering,28/10/1992,CF19 5XV,Prince Charles,Orthopaedics,D33,Dr. Roberts,S82.1,Fracture of upper end of tibia,Attended
A1553,12/07/2025 08:11,P536,4964774724,Jamie,Weeks,11/10/1997,SA25 5SE,Singleton Hospital,Oncology,D45,Dr. Jones,I10,Essential hypertension,Attended
A1554,12/07/2025 08:11,P586,8600932777,Alexander,Mcfadden,24/11/1967,LL18 4WD,Royal Glamorgan,Dermatology,D21,Dr. Evans,I10,Essential hypertension,DNA
A1555,12/07/2025 08:11,P518,735554943,Maria,Knight,26/11/1948,SA18 5KE,Royal Glamorgan,Gastroenterology,D67,Dr. Williams,E11.9,Type 2 diabetes mellitus without complications,Attended
A1556,12/07/2025 08:11,P646,4369609879,Esther,Jessup,19/12/1975,SA25 9CR,Prince Charles,Orthopaedics,D33,Dr. Roberts,E11.9,Type 2 diabetes mellitus without complications,Attended
A1557,12/07/2025 08:11,P642,5297254205,Francis,Spencer,12/12/1968,SA21 3IV,Morriston Hospital,Neurology,D67,Dr. Williams,I10,Essential hypertension,Attended
A1558,12/07/2025 08:11,P541,832854360,Marvin,Milliken,27/02/1982,CF29 7VF,Morriston Hospital,Neurology,D88,Dr. Davies,E11.9,Type 2 diabetes mellitus without complications,Attended
A1559,12/07/2025 08:11,P600,5862702520,Rhoda,Luna,04/11/1946,NP28 3MK,Morriston Hospital,Neurology,D45,Dr. Jones,M54.5,Low back pain,Attended
A1560,12/07/2025 08:11,P615,6540640056,Beatrice,Allen,16/07/1959,CF12 1CK,Prince Charles,Orthopaedics,D33,Dr. Roberts,S82.1,Fracture of upper end of tibia,Attended
A1561,12/07/2025 08:11,P568,5900540227,David,Caplinger,06/03/1950,SA31 9DI,Prince Charles,Orthopaedics,D88,Dr. Davies,L20.9,"Atopic dermatitis, unspecified",Attended
A1562,12/07/2025 08:11,P587,535215401,Jose,Gill,28/04/1958,NP26 2IZ,Royal Glamorgan,Gastroenterology,D88,Dr. Davies,K21.9,Gastro-oesophageal reflux disease,Attended
A1563,12/07/2025 08:11,P579,3205357434,Ryan,Johnson,28/09/1953,LL10 7ZC,Singleton Hospital,Oncology,D45,Dr. Jones,S82.1,Fracture of upper end of tibia,Attended
A1564,12/07/2025 08:11,P508,7632470530,Jeffrey,Iuliucci,01/02/1996,CF22 9WS,Prince Charles,Orthopaedics,D88,Dr. Davies,J45.9,"Asthma, unspecified",Attended
A1565,12/07/2025 08:11,P584,2661527591,Johnny,Viloria,09/04/1968,CF10 3LE,University Hospital,Cardiology,D45,Dr. Jones,L20.9,"Atopic dermatitis, unspecified",DNA
A1566,12/07/2025 08:11,P613,7723271123,Dario,Allen,07/11/1990,NP21 8DL,Morriston Hospital,Neurology,D67,Dr. Williams,J45.9,"Asthma, unspecified",Attended
A1567,12/07/2025 08:11,P629,5931937641,Eleanore,Chouinard,17/04/1971,NP17 7MJ,Royal Glamorgan,Dermatology,D12,Dr. Thomas,K21.9,Gastro-oesophageal reflux disease,Attended
A1568,12/07/2025 08:11,P579,3205357434,Ryan,Johnson,28/09/1953,LL10 7ZC,Royal Glamorgan,Gastroenterology,D21,Dr. Evans,J45.9,"Asthma, unspecified",Attended
A1569,12/07/2025 08:11,P517,5661049129,Mariann,Carter,22/12/1965,LL35 5XF,Royal Glamorgan,Dermatology,D21,Dr. Evans,S82.1,Fracture of upper end of tibia,DNA
A1570,12/07/2025 08:11,P515,2035388708,Brent,Stowell,01/11/1973,CF26 7LB,Morriston Hospital,Neurology,D67,Dr. Williams,S82.1,Fracture of upper end of tibia,Attended
A1571,12/07/2025 08:11,P622,2055099469,Roberta,Pena,17/01/1947,NP25 7PQ,University Hospital,Cardiology,D88,Dr. Davies,E11.9,Type 2 diabetes mellitus without complications,Attended
A1572,12/07/2025 08:11,P634,4716065103,Jose,Delgado,18/12/1949,SA20 6YW,Royal Glamorgan,Dermatology,D12,Dr. Thomas,K21.9,Gastro-oesophageal reflux disease,Attended
A1573,12/07/2025 08:11,P501,1639707557,Christine,Morey,01/01/1969,CF39 9YJ,Prince Charles,Orthopaedics,D12,Dr. Thomas,I10,Essential hypertension,Attended
A1574,12/07/2025 08:11,P606,292636466,Franklin,Baine,20/06/1989,CF27 1RF,University Hospital,Cardiology,D12,Dr. Thomas,S82.1,Fracture of upper end of tibia,Attended
A1575,12/07/2025 08:11,P569,430702019,John,Bonney,18/03/2002,LL33 9SF,Royal Glamorgan,Gastroenterology,D67,Dr. Williams,M54.5,Low back pain,Attended
A1576,12/07/2025 08:11,P541,832854360,Marvin,Milliken,27/02/1982,CF29 7VF,Prince Charles,Orthopaedics,D21,Dr. Evans,J45.9,"Asthma, unspecified",Attended
A1577,12/07/2025 08:11,P528,4400238679,Jamie,Griffis,01/11/1967,NP21 6TT,Royal Glamorgan,Dermatology,D88,Dr. Davies,E11.9,Type 2 diabetes mellitus without complications,Attended
A1578,12/07/2025 08:11,P595,7351921202,Mark,Worek,21/06/1970,NP13 3BR,Prince Charles,Orthopaedics,D12,Dr. Thomas,I10,Essential hypertension,Attended
A1579,12/07/2025 08:11,P524,148573762,Helen,Sharrer,11/10/2008,CF30 2PB,Royal Glamorgan,Dermatology,D12,Dr. Thomas,M54.5,Low back pain,DNA
A1580,12/07/2025 08:11,P592,2149967278,Earl,Wolf,05/03/1957,LL33 5UA,Royal Glamorgan,Gastroenterology,D33,Dr. Roberts,S82.1,Fracture of upper end of tibia,Attended
A1581,12/07/2025 08:11,P528,4400238679,Jamie,Griffis,01/11/1967,NP21 6TT,Prince Charles,Orthopaedics,D67,Dr. Williams,I10,Essential hypertension,Attended
A1582,12/07/2025 08:11,P593,8538152823,William,Duck,08/11/1947,LL22 8NE,University Hospital,Cardiology,D88,Dr. Davies,K21.9,Gastro-oesophageal reflux disease,Attended
A1583,12/07/2025 08:11,P550,2600993797,Ryan,Winn,10/12/1948,SA32 1ZJ,Morriston Hospital,Neurology,D88,Dr. Davies,J45.9,"Asthma, unspecified",Attended
A1584,12/07/2025 08:11,P597,558100317,George,Williams,12/06/1964,LL39 6MN,Singleton Hospital,Oncology,D21,Dr. Evans,E11.9,Type 2 diabetes mellitus without complications,Attended
A1585,12/07/2025 08:11,P582,5367215947,Karen,Rutledge,08/01/1957,NP16 4ZT,Prince Charles,Orthopaedics,D45,Dr. Jones,I10,Essential hypertension,Attended
A1586,12/07/2025 08:11,P616,3446346015,Joel,Clawson,20/09/1948,NP34 3XN,Singleton Hospital,Oncology,D12,Dr. Thomas,S82.1,Fracture of upper end of tibia,Attended
A1587,12/07/2025 08:11,P553,8111006888,Jill,Bachman,04/05/1988,LL11 5KL,Morriston Hospital,Neurology,D67,Dr. Williams,M54.5,Low back pain,Attended
A1588,12/07/2025 08:11,P641,4095691077,Carol,Dugan,10/10/1986,SA34 1ZE,Royal Glamorgan,Gastroenterology,D21,Dr. Evans,S82.1,Fracture of upper end of tibia,Attended
A1589,12/07/2025 08:11,P574,3367895326,Holly,Krell,02/01/1944,NP26 9XQ,Morriston Hospital,Neurology,D88,Dr. Davies,M54.5,Low back pain,Attended
A1590,12/07/2025 08:11,P642,5297254205,Francis,Spencer,12/12/1968,SA21 3IV,Prince Charles,Orthopaedics,D12,Dr. Thomas,J45.9,"Asthma, unspecified",Attended
A1591,12/07/2025 08:11,P554,9042835877,David,Oakden,23/11/1944,NP32 5NF,Royal Glamorgan,Gastroenterology,D12,Dr. Thomas,M54.5,Low back pain,Attended
A1592,12/07/2025 08:11,P608,3920111346,Roosevelt,Schulze,07/01/2006,LL27 5SH,Morriston Hospital,Neurology,D33,Dr. Roberts,M54.5,Low back pain,Attended
A1593,12/07/2025 08:11,P638,1195530927,Mark,Martin,04/08/1942,NP34 3WH,University Hospital,Cardiology,D67,Dr. Williams,J45.9,"Asthma, unspecified",Attended
A1594,12/07/2025 08:11,P624,5377167236,Clementine,Beamon,18/12/1989,LL22 6EK,Royal Glamorgan,Gastroenterology,D21,Dr. Evans,K21.9,Gastro-oesophageal reflux disease,Attended
A1595,12/07/2025 08:11,P595,7351921202,Mark,Worek,21/06/1970,NP13 3BR,Royal Glamorgan,Gastroenterology,D45,Dr. Jones,E11.9,Type 2 diabetes mellitus without complications,Attended
A1596,12/07/2025 08:11,P536,4964774724,Jamie,Weeks,11/10/1997,SA25 5SE,Singleton Hospital,Oncology,D88,Dr. Davies,I10,Essential hypertension,DNA
A1597,12/07/2025 08:11,P528,4400238679,Jamie,Griffis,01/11/1967,NP21 6TT,University Hospital,Cardiology,D12,Dr. Thomas,J45.9,"Asthma, unspecified",Attended
A1598,12/07/2025 08:11,P591,6016868965,Shelby,Hammon,20/01/2001,LL25 7ZC,Royal Glamorgan,Dermatology,D88,Dr. Davies,K21.9,Gastro-oesophageal reflux disease,Attended
A1599,12/07/2025 08:11,P645,1292724676,Stephen,Steger,01/10/1983,SA19 2UV,Morriston Hospital,Neurology,D45,Dr. Jones,L20.9,"Atopic dermatitis, unspecified",Attended
A1600,12/07/2025 08:11,P543,8932821836,Billie,Ebert,10/09/2003,CF36 4BY,University Hospital,Cardiology,D12,Dr. Thomas,M54.5,Low back pain,DNA
A1601,12/07/2025 08:11,P606,292636466,Franklin,Baine,20/06/1989,CF27 1RF,Royal Glamorgan,Gastroenterology,D88,Dr. Davies,J45.9,"Asthma, unspecified",DNA
A1602,12/07/2025 08:11,P566,6598774578,Tiffany,Ward,27/03/2002,CF21 5ZR,Morriston Hospital,Neurology,D88,Dr. Davies,M54.5,Low back pain,DNA
A1603,12/07/2025 08:11,P603,9283097505,Sandra,Perkins,04/03/1981,LL26 7QL,University Hospital,Cardiology,D33,Dr. Roberts,J45.9,"Asthma, unspecified",DNA
A1604,12/07/2025 08:11,P539,9747347725,Chase,Reynolds,02/01/1955,NP22 6RJ,Royal Glamorgan,Dermatology,D21,Dr. Evans,M54.5,Low back pain,DNA
A1605,12/07/2025 08:11,P531,283802200,Michael,Stevenson,19/02/1967,CF24 2HI,Morriston Hospital,Neurology,D21,Dr. Evans,E11.9,Type 2 diabetes mellitus without complications,DNA
A1606,12/07/2025 08:11,P609,8429081410,Rachel,Lopez,17/12/1941,CF37 8DY,Morriston Hospital,Neurology,D33,Dr. Roberts,M54.5,Low back pain,Attended
A1607,12/07/2025 08:11,P565,1035562804,James,Ovalle,04/04/1955,SA23 1EB,Royal Glamorgan,Gastroenterology,D67,Dr. Williams,M54.5,Low back pain,DNA
A1608,12/07/2025 08:11,P514,1511617829,Jessica,Butler,09/12/1951,NP35 7SC,Morriston Hospital,Neurology,D33,Dr. Roberts,E11.9,Type 2 diabetes mellitus without complications,Attended
A1609,12/07/2025 08:11,P637,6133299738,David,Eagle,14/11/1985,NP36 7AV,University Hospital,Cardiology,D12,Dr. Thomas,E11.9,Type 2 diabetes mellitus without complications,Attended
A1610,12/07/2025 08:11,P512,4971158170,Clarence,Sweeny,16/03/1994,SA30 4GW,Royal Glamorgan,Gastroenterology,D88,Dr. Davies,K21.9,Gastro-oesophageal reflux disease,Attended
A1611,12/07/2025 08:11,P572,756696364,Dennis,Tays,20/12/1992,CF16 5TK,Morriston Hospital,Neurology,D21,Dr. Evans,J45.9,"Asthma, unspecified",DNA
A1612,12/07/2025 08:11,P558,1254273158,Esther,Tucci,07/02/1941,NP33 4XF,Prince Charles,Orthopaedics,D67,Dr. Williams,L20.9,"Atopic dermatitis, unspecified",Attended
A1613,12/07/2025 08:11,P526,9469169603,Leslie,Ringgold,28/10/1983,SA21 4NV,Morriston Hospital,Neurology,D45,Dr. Jones,M54.5,Low back pain,DNA
A1614,12/07/2025 08:11,P506,8037975193,Elizabeth,Smith,01/05/1941,NP21 1WV,Prince Charles,Orthopaedics,D45,Dr. Jones,E11.9,Type 2 diabetes mellitus without complications,DNA
